    MJD         APOGEE_0        APOGEE_1         MaNGA_0         MaNGA_1         eBOSS_0         eBOSS_1  
  56987             -1.0            -1.0            7.84   12.5172222222   1.16833333333   7.77027777778  
  56988             -1.0            -1.0   7.85416666667   12.5413888889          1.1725   7.76444444444  
  56989             -1.0            -1.0   7.87833333333   12.5555555556   1.16694444444   7.76888888889  
  56990   0.582777777778   6.58638888889            -1.0            -1.0   6.65611111111   12.6994444444  
  56991   0.566944444444   7.81722222222            -1.0            -1.0          7.6975   12.6538888889  
  56992   0.571388888889   9.06805555556            -1.0            -1.0   8.76888888889   12.6383333333  
  56993   0.575555555556   10.3188888889            -1.0            -1.0   9.84027777778   12.5827777778  
  56994             0.57   11.5697222222            -1.0            -1.0            -1.0            -1.0  
  56995   0.574166666667   11.5741666667            -1.0            -1.0            -1.0            -1.0  
  56996             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  56997   0.572777777778   11.5727777778            -1.0            -1.0            -1.0            -1.0  
  56998   0.586944444444   11.5869444444            -1.0            -1.0            -1.0            -1.0  
  56999   0.591388888889   11.5911111111            -1.0            -1.0            -1.0            -1.0  
  57000   0.585555555556   11.5855555556            -1.0            -1.0            -1.0            -1.0  
  57001             0.59   11.5897222222            -1.0            -1.0            -1.0            -1.0  
  57002   0.584166666667   11.5841666667            -1.0            -1.0            -1.0            -1.0  
  57003    5.18583333333   12.4361111111            -1.0            -1.0   1.18694444444   5.03638888889  
  57004    6.06777777778   13.3180555556            -1.0            -1.0   1.19111111111   5.85833333333  
  57005    6.94972222222   12.9533333333            -1.0            -1.0   1.18555555556   6.68027777778  
  57006    7.80166666667   12.5886111111            -1.0            -1.0   1.19972222222          7.5025  
  57007             -1.0            -1.0   8.07527777778   12.7522222222   1.20388888889   8.07527777778  
  57008             -1.0            -1.0   8.09944444444   12.7666666667   1.21833333333   8.09944444444  
  57009             -1.0            -1.0   8.09361111111   12.7708333333          1.2225   8.09361111111  
  57010             -1.0            -1.0   8.11777777778          12.785   1.21666666667   8.09805555556  
  57011             -1.0            -1.0   8.11222222222   12.7894444444   1.24111111111   8.11222222222  
  57012             -1.0            -1.0   8.12638888889   12.8036111111   1.23527777778   8.11638888889  
  57013             -1.0            -1.0   8.13083333333   12.8080555556   1.24944444444   8.13083333333  
  57014             -1.0            -1.0           8.145   12.8222222222   1.25388888889           8.135  
  57015             -1.0            -1.0   8.14916666667   12.8163888889   1.26805555556   8.14916666667  
  57016             -1.0            -1.0   8.16361111111   12.8408333333          1.2725   8.14361111111  
  57017             -1.0            -1.0   8.16777777778          12.835   1.28666666667   8.16777777778  
  57018             -1.0            -1.0   8.18194444444   12.8491666667   1.30083333333   8.18194444444  
  57019             -1.0            -1.0   8.17638888889   12.8536111111   1.30527777778   8.17638888889  
  57020   0.721111111111   7.97111111111            -1.0            -1.0   7.72194444444         12.9475  
  57021   0.735277777778   9.24194444444            -1.0            -1.0   8.77333333333   12.8919444444  
  57022   0.749444444444   9.25638888889            -1.0            -1.0   9.77472222222   12.7966666667  
  57023   0.753888888889   11.7536111111            -1.0            -1.0            -1.0            -1.0  
  57024   0.768055555556   11.7680555556            -1.0            -1.0            -1.0            -1.0  
  57025   0.782222222222   11.7922222222            -1.0            -1.0            -1.0            -1.0  
  57026   0.806666666667   11.8063888889            -1.0            -1.0            -1.0            -1.0  
  57027   0.800833333333   11.8008333333            -1.0            -1.0            -1.0            -1.0  
  57028             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57029   0.839444444444   11.8391666667            -1.0            -1.0            -1.0            -1.0  
  57030   0.853611111111   11.8536111111            -1.0            -1.0            -1.0            -1.0  
  57031   0.857777777778   11.8577777778            -1.0            -1.0            -1.0            -1.0  
  57032   0.872222222222   11.8719444444            -1.0            -1.0            -1.0            -1.0  
  57033    5.65333333333   12.9233333333            -1.0            -1.0   1.47472222222   5.58361111111  
  57034            6.575   12.5686111111            -1.0            -1.0   1.48888888889   6.43555555556  
  57035    7.46694444444   13.4705555556            -1.0            -1.0   1.50333333333          7.2775  
  57036    8.36888888889   13.1158333333            -1.0            -1.0          1.5075   8.10944444444  
  57037             -1.0            -1.0   1.52166666667   6.19888888889   6.06944444444   12.6713888889  
  57038             -1.0            -1.0   1.53611111111   6.21333333333   6.07361111111   12.6755555556  
  57039             -1.0            -1.0   1.55027777778   5.95833333333   6.08777777778   12.6897222222  
  57040             -1.0            -1.0   1.57444444444          5.9725   6.10222222222   12.6941666667  
  57041             -1.0            -1.0   1.56888888889   5.96666666667   6.09638888889   12.6983333333  
  57042             -1.0            -1.0   1.58305555556   5.99111111111   6.10083333333         12.7025  
  57043             -1.0            -1.0   1.60722222222   6.00527777778           6.115   12.7069444444  
  57044             -1.0            -1.0   1.62166666667   6.01944444444   6.11916666667   12.7211111111  
  57045             -1.0            -1.0   1.63583333333   6.04361111111   6.13361111111   12.7255555556  
  57046             -1.0            -1.0            1.65   6.05805555556   6.13777777778   12.7297222222  
  57047             -1.0            -1.0   1.65444444444   6.05222222222   6.13194444444   12.7338888889  
  57048             -1.0            -1.0   1.66861111111   6.07638888889   6.14638888889   12.7483333333  
  57049    1.12444444444   7.11805555556   7.66638888889   12.0744444444            -1.0            -1.0  
  57050    1.13861111111   8.38888888889   8.66805555556   11.9688888889            -1.0            -1.0  
  57051    1.15277777778   9.64972222222   9.61972222222   11.8236111111            -1.0            -1.0  
  57052    1.15722222222   10.9005555556   10.5213888889   11.6186111111            -1.0            -1.0  
  57053    1.17138888889   12.1713888889            -1.0            -1.0            -1.0            -1.0  
  57054    1.18555555556   12.1855555556            -1.0            -1.0            -1.0            -1.0  
  57055              1.2   12.1997222222            -1.0            -1.0            -1.0            -1.0  
  57056    1.22416666667   12.2238888889            -1.0            -1.0            -1.0            -1.0  
  57057             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57058           1.2525         12.2525            -1.0            -1.0            -1.0            -1.0  
  57059    1.26694444444   12.2666666667            -1.0            -1.0            -1.0            -1.0  
  57060    1.27111111111   12.2711111111            -1.0            -1.0            -1.0            -1.0  
  57061    1.28527777778   12.2852777778            -1.0            -1.0            -1.0            -1.0  
  57062    1.29972222222   12.2994444444            -1.0            -1.0            -1.0            -1.0  
  57063    6.24055555556   12.2338888889            -1.0            -1.0   1.88222222222   6.01111111111  
  57064    7.15222222222   13.1558333333            -1.0            -1.0   1.88666666667   6.83305555556  
  57065    8.08388888889   12.8408333333            -1.0            -1.0   1.90083333333   7.95444444444  
  57066    9.03555555556   12.5361111111            -1.0            -1.0           1.915   8.79638888889  
  57067             -1.0            -1.0   8.24222222222           12.64   1.93944444444   8.26194444444  
  57068             -1.0            -1.0   8.21638888889   12.6244444444   1.95361111111   8.27638888889  
  57069             -1.0            -1.0            8.48   12.5988888889   1.94777777778   8.28055555556  
  57070             -1.0            -1.0   8.47444444444   12.6030555556   1.97222222222   8.29472222222  
  57071             -1.0            -1.0   8.45861111111         12.5875   1.98638888889   8.30916666667  
  57072             -1.0            -1.0   8.44305555556   12.5716666667   2.00055555556   8.33333333333  
  57073             -1.0            -1.0   8.42722222222   12.5561111111           2.015   8.06833333333  
  57074             -1.0            -1.0   8.41166666667   12.5402777778   2.01916666667          8.0725  
  57075             -1.0            -1.0   8.39611111111   12.5147222222   2.03333333333   8.08694444444  
  57076             -1.0            -1.0   8.38027777778   12.4991666667   2.04777777778   8.10111111111  
  57077             -1.0            -1.0   8.34472222222   12.4733333333   2.06194444444   8.12527777778  
  57078             -1.0            -1.0   8.32916666667   12.4577777778   2.08611111111   8.13944444444  
  57079    1.53194444444   8.79194444444   8.45305555556   11.7538888889            -1.0            -1.0  
  57080    1.55611111111   8.80638888889           9.335   12.3566666667            -1.0            -1.0  
  57081    1.57055555556   10.0672222222   10.1169444444   12.3211111111            -1.0            -1.0  
  57082    1.56472222222   11.3180555556   10.8494444444   11.9563888889            -1.0            -1.0  
  57083    1.57888888889   12.5888888889            -1.0            -1.0            -1.0            -1.0  
  57084    1.60333333333   12.6030555556            -1.0            -1.0            -1.0            -1.0  
  57085             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57086    1.61166666667   12.6216666667            -1.0            -1.0            -1.0            -1.0  
  57087    1.63611111111   12.6358333333            -1.0            -1.0            -1.0            -1.0  
  57088    1.65027777778           12.65            -1.0            -1.0            -1.0            -1.0  
  57089    1.66444444444   12.6644444444            -1.0            -1.0            -1.0            -1.0  
  57090    1.65888888889   12.6686111111            -1.0            -1.0            -1.0            -1.0  
  57091    1.67305555556   12.6827777778            -1.0            -1.0            -1.0            -1.0  
  57092    5.97555555556   11.9691666667            -1.0            -1.0   2.23583333333   5.82583333333  
  57093           6.8675   12.8708333333            -1.0            -1.0            2.27   6.66805555556  
  57094    7.79916666667   12.5561111111            -1.0            -1.0   2.28416666667            7.51  
  57095    8.70083333333   12.2013888889            -1.0            -1.0   2.28861111111   8.61111111111  
  57096             -1.0            -1.0   2.30277777778   8.07694444444   8.17666666667   12.0261111111  
  57097             -1.0            -1.0   2.31694444444   8.09111111111   8.17111111111   12.0205555556  
  57098             -1.0            -1.0   2.34138888889   8.11555555556   8.16527777778   12.0147222222  
  57099             -1.0            -1.0   2.35555555556   8.12972222222   8.14972222222   11.9991666667  
  57100             -1.0            -1.0   2.35972222222   8.12388888889   8.14388888889   11.9933333333  
  57101             -1.0            -1.0   2.37416666667   8.14833333333   8.13833333333   11.7183333333  
  57102             -1.0            -1.0   2.38833333333          8.1625          8.1225   11.7027777778  
  57103             -1.0            -1.0          2.4025   8.17666666667   8.12694444444   11.6972222222  
  57104             -1.0            -1.0   2.40694444444   8.18111111111   8.11111111111   11.6913888889  
  57105             -1.0            -1.0   2.42111111111   8.19527777778   8.09555555556   11.6758333333  
  57106             -1.0            -1.0   2.43527777778   8.20944444444   8.09972222222           11.67  
  57107             -1.0            -1.0   2.45944444444   7.95444444444   8.08416666667   11.6544444444  
  57108    1.90527777778   7.89888888889   8.05861111111   11.8980555556            -1.0            -1.0  
  57109    1.91972222222   9.16972222222   8.82083333333         11.8425            -1.0            -1.0  
  57110    1.92388888889   9.17388888889   9.52305555556   11.7169444444            -1.0            -1.0  
  57111    1.93805555556          10.435   10.1355555556   11.7911111111            -1.0            -1.0  
  57112           1.9525   11.7055555556            -1.0            -1.0            -1.0            -1.0  
  57113    1.97666666667           11.72            -1.0            -1.0            -1.0            -1.0  
  57114    1.97083333333   11.7241666667            -1.0            -1.0            -1.0            -1.0  
  57115             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57116    2.00944444444   11.7627777778            -1.0            -1.0            -1.0            -1.0  
  57117    2.02361111111   11.7969444444            -1.0            -1.0            -1.0            -1.0  
  57118    2.01805555556   11.8311111111            -1.0            -1.0            -1.0            -1.0  
  57119    2.04222222222   11.8452777778            -1.0            -1.0            -1.0            -1.0  
  57120    2.05638888889   11.8397222222            -1.0            -1.0            -1.0            -1.0  
  57121    2.07055555556   11.8438888889            -1.0            -1.0            -1.0            -1.0  
  57122           6.6225   11.3794444444   2.65333333333   6.50277777778            -1.0            -1.0  
  57123    7.50444444444   12.2613888889          2.6675   7.34472222222            -1.0            -1.0  
  57124    8.31638888889   11.8366666667   2.69194444444   8.18666666667            -1.0            -1.0  
  57125    9.09861111111   11.4122222222   2.70611111111   8.74944444444            -1.0            -1.0  
  57126             -1.0            -1.0   2.72027777778   7.94611111111   7.92611111111   11.2869444444  
  57127             -1.0            -1.0   2.73472222222   7.96027777778   7.93027777778   11.2911111111  
  57128             -1.0            -1.0   2.73888888889   7.96444444444   7.90472222222   11.2555555556  
  57129             -1.0            -1.0   2.75305555556   7.97888888889   7.89916666667   11.2497222222  
  57130             -1.0            -1.0          2.7675   7.99305555556   7.89333333333   11.2241666667  
  57131             -1.0            -1.0   2.79166666667   8.00722222222   7.88777777778   11.2086111111  
  57132             -1.0            -1.0   2.80583333333   7.75222222222   7.88194444444   11.2027777778  
  57133             -1.0            -1.0            2.82   7.76666666667   7.86638888889   11.1872222222  
  57134             -1.0            -1.0   2.83444444444   7.79083333333   7.87055555556   11.1813888889  
  57135             -1.0            -1.0   2.85861111111           7.805           7.865   11.1758333333  
  57136             -1.0            -1.0   2.87277777778   7.81916666667   7.85916666667           11.17  
  57137             -1.0            -1.0   2.88694444444   7.83361111111   7.84361111111   11.1544444444  
  57138    2.28305555556   8.28666666667   8.11694444444   11.1486111111            -1.0            -1.0  
  57139    2.30722222222   8.30083333333   8.74972222222   11.2327777778            -1.0            -1.0  
  57140    2.32138888889   9.57166666667   9.32222222222   10.9777777778            -1.0            -1.0  
  57141    2.33583333333   9.58583333333           9.865   10.9819444444            -1.0            -1.0  
  57142             2.34   12.0933333333            -1.0            -1.0            -1.0            -1.0  
  57143    2.35416666667         12.1075            -1.0            -1.0            -1.0            -1.0  
  57144    2.36861111111   12.1219444444            -1.0            -1.0            -1.0            -1.0  
  57145    2.38277777778   10.8894444444            -1.0            -1.0            -1.0            -1.0  
  57146    2.40694444444   10.9036111111            -1.0            -1.0            -1.0            -1.0  
  57147             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57148    2.42555555556   10.9222222222            -1.0            -1.0            -1.0            -1.0  
  57149    2.43972222222   10.9363888889            -1.0            -1.0            -1.0            -1.0  
  57150    2.45416666667   10.9608333333            -1.0            -1.0            -1.0            -1.0  
  57151    6.28777777778   11.0347222222   3.10666666667   6.12833333333            -1.0            -1.0  
  57152              7.1   11.8569444444   3.12083333333   6.97027777778            -1.0            -1.0  
  57153    7.83222222222         11.3425           3.135   7.53305555556            -1.0            -1.0  
  57154    8.53444444444   10.7883333333   3.14916666667           8.375            -1.0            -1.0  
  57155             -1.0            -1.0   3.17361111111   7.84083333333   7.76083333333   10.7927777778  
  57156             -1.0            -1.0   3.18777777778           7.865   7.75527777778   10.7869444444  
  57157             -1.0            -1.0   3.20194444444   7.87916666667   7.74944444444   10.7813888889  
  57158             -1.0            -1.0   3.21638888889   7.61416666667   7.75388888889   10.5063888889  
  57159             -1.0            -1.0   3.24055555556   7.63833333333   7.74805555556   10.5005555556  
  57160             -1.0            -1.0   3.25472222222   7.65277777778          7.7425          10.495  
  57161             -1.0            -1.0   3.26888888889   7.66694444444   7.73666666667   10.4891666667  
  57162             -1.0            -1.0   3.27333333333   7.67111111111   7.74111111111   10.4936111111  
  57163             -1.0            -1.0          3.2875   7.68555555556   7.73527777778   10.4877777778  
  57164             -1.0            -1.0   3.30166666667   7.69972222222   7.72972222222   10.4822222222  
  57165             -1.0            -1.0   3.31611111111   7.71388888889   7.72388888889   10.4863888889  
  57166             -1.0            -1.0   3.34027777778   7.73833333333   7.73833333333   10.4905555556  
  57167             -1.0            -1.0   3.35444444444          7.7525          7.7325          10.485  
  57168    2.69055555556          7.4375   7.85638888889   10.6088888889            -1.0            -1.0  
  57169    2.70472222222   8.72833333333   8.45916666667   10.6033333333            -1.0            -1.0  
  57170    2.71916666667          8.7425   8.96194444444         10.6075            -1.0            -1.0  
  57171    2.73333333333   9.99361111111   9.50472222222   10.6019444444            -1.0            -1.0  
  57172    2.73777777778   11.2344444444            -1.0            -1.0            -1.0            -1.0  
  57173    2.75194444444   11.2586111111            -1.0            -1.0            -1.0            -1.0  
  57174    2.76611111111   11.2727777778            -1.0            -1.0            -1.0            -1.0  
  57175    2.77055555556   11.2672222222            -1.0            -1.0            -1.0            -1.0  
  57176             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57177    2.78888888889   11.2855555556            -1.0            -1.0            -1.0            -1.0  
  57178    2.80333333333            11.3            -1.0            -1.0            -1.0            -1.0  
  57179           2.8175   11.3241666667            -1.0            -1.0            -1.0            -1.0  
  57180    2.82166666667   11.3183333333            -1.0            -1.0            -1.0            -1.0  
  57181    6.56583333333   11.3227777778   3.52416666667   6.26666666667            -1.0            -1.0  
  57182    7.21833333333   10.7186111111   3.53833333333   6.83944444444            -1.0            -1.0  
  57183    7.92055555556   11.4011111111   3.53277777778   7.70111111111            -1.0            -1.0  
  57184             -1.0            -1.0   3.55694444444   7.70555555556   7.76527777778   10.4977777778  
  57185             -1.0            -1.0   3.57111111111   7.71972222222   7.76972222222   10.5022222222  
  57186             -1.0            -1.0   3.56555555556   7.71416666667   7.76388888889   10.4963888889  
  57187             -1.0            -1.0   3.56972222222   7.70833333333   7.75833333333   10.5008333333  
  57188             -1.0            -1.0   3.58388888889          7.7225          7.7625          10.505  
  57189             -1.0            -1.0   3.58833333333   7.71694444444   7.76666666667   10.5091666667  
  57190             -1.0            -1.0          3.6025   7.73111111111   7.77111111111   10.5136111111  
  57191             -1.0            -1.0   3.60666666667   7.73555555556   7.76527777778   10.5177777778  
  57192             -1.0            -1.0   3.60111111111   7.72972222222   7.77972222222   10.5222222222  
  57193             -1.0            -1.0   3.61527777778   7.75388888889   7.78388888889   10.5263888889  
  57194             -1.0            -1.0   3.61972222222   7.74833333333   7.78833333333   10.5305555556  
  57195             -1.0            -1.0   3.62388888889          7.7525          7.7825          10.535  
  57196             -1.0            -1.0   3.61805555556   7.74694444444   7.78666666667   10.5291666667  
  57197    2.92444444444   6.42472222222   6.95333333333   10.5136111111            -1.0            -1.0  
  57198    2.91861111111   7.67555555556   7.48611111111   10.5077777778            -1.0            -1.0  
  57199    2.93305555556            7.69   8.03888888889   10.5122222222            -1.0            -1.0  
  57200    2.93722222222   8.94083333333   8.64166666667   10.5663888889            -1.0            -1.0  
  57201    2.93138888889           8.935   9.30416666667   10.6802777778            -1.0            -1.0  
  57202    2.93583333333         11.4325            -1.0            -1.0            -1.0            -1.0  
  57203             2.94   11.4369444444            -1.0            -1.0            -1.0            -1.0  
  57248             -1.0            -1.0   3.07277777778   8.01916666667   7.94944444444   10.9711111111  
  57249             -1.0            -1.0   3.06694444444   8.00361111111   7.95361111111   10.9755555556  
  57250             -1.0            -1.0   3.03138888889   7.96805555556   7.94805555556   10.9697222222  
  57251             -1.0            -1.0   3.03583333333   7.95222222222   7.95222222222   10.9738888889  
  57252             -1.0            -1.0            3.05   7.93666666667   7.95666666667         11.2575  
  57253             -1.0            -1.0   3.01444444444   7.90111111111   7.95083333333   11.2519444444  
  57254             -1.0            -1.0   2.98861111111   7.88527777778   7.95527777778   11.2561111111  
  57255             -1.0            -1.0   2.96305555556   7.86972222222   7.94944444444   11.2505555556  
  57256             -1.0            -1.0          2.9275   7.83416666667   7.94388888889   11.2447222222  
  57257    2.27361111111   7.02055555556            -1.0            -1.0   6.53194444444   11.4883333333  
  57258    2.24805555556           7.005            -1.0            -1.0   7.32416666667   11.4427777778  
  57259    2.23222222222   8.23583333333            -1.0            -1.0   8.21583333333   11.5169444444  
  57260    2.20666666667   9.45666666667            -1.0            -1.0          9.1675   11.3716666667  
  57261    2.19083333333   11.9341666667            -1.0            -1.0            -1.0            -1.0  
  57262             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57263    2.16972222222   11.9030555556            -1.0            -1.0            -1.0            -1.0  
  57264    2.14388888889   11.8672222222            -1.0            -1.0            -1.0            -1.0  
  57265    2.15833333333   11.8516666667            -1.0            -1.0            -1.0            -1.0  
  57266           2.1525   11.8361111111            -1.0            -1.0            -1.0            -1.0  
  57267    2.11694444444   11.8002777778            -1.0            -1.0            -1.0            -1.0  
  57268    4.62444444444   11.8644444444   2.62972222222   4.27527777778            -1.0            -1.0  
  57269    5.40638888889            11.4   2.59416666667          5.0575            -1.0            -1.0  
  57270    6.19861111111   12.2022222222   2.57861111111   5.86944444444            -1.0            -1.0  
