    MJD         APOGEE_0        APOGEE_1         MaNGA_0         MaNGA_1         eBOSS_0         eBOSS_1  
  57371             -1.0            -1.0   8.07666666667   12.7538888889   1.20555555556   8.07666666667  
  57372             -1.0            -1.0   8.08111111111   12.7483333333             1.2   8.08111111111  
  57373             -1.0            -1.0   8.09527777778         12.7725   1.20416666667   8.07527777778  
  57374             -1.0            -1.0   8.09944444444   12.7666666667   1.21833333333   8.09944444444  
  57375   0.634166666667   7.88444444444            -1.0            -1.0           7.695   12.9305555556  
  57376   0.638611111111   9.13527777778            -1.0            -1.0   8.78638888889          12.915  
  57377   0.652777777778   9.14944444444            -1.0            -1.0          9.8875   12.9091666667  
  57378   0.657222222222   11.6569444444            -1.0            -1.0            -1.0            -1.0  
  57379   0.671388888889   11.6711111111            -1.0            -1.0            -1.0            -1.0  
  57380             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57381             0.69   11.6897222222            -1.0            -1.0            -1.0            -1.0  
  57382   0.684166666667   11.6841666667            -1.0            -1.0            -1.0            -1.0  
  57383   0.698333333333   11.6983333333            -1.0            -1.0            -1.0            -1.0  
  57384   0.722777777778         11.7225            -1.0            -1.0            -1.0            -1.0  
  57385   0.716944444444   11.7169444444            -1.0            -1.0            -1.0            -1.0  
  57386   0.741111111111   11.7411111111            -1.0            -1.0            -1.0            -1.0  
  57387    5.66194444444   12.9222222222            -1.0            -1.0   1.33388888889          5.4625  
  57388    6.52388888889         12.5675            -1.0            -1.0   1.34805555556   6.28472222222  
  57389    7.43583333333   13.4394444444            -1.0            -1.0          1.3525   7.12666666667  
  57390    8.30777777778   13.0547222222            -1.0            -1.0   1.36666666667   7.96861111111  
  57391             -1.0            -1.0   8.21222222222   12.8894444444   1.39083333333   8.26194444444  
  57392             -1.0            -1.0   8.21638888889   12.8836111111   1.38527777778   8.26638888889  
  57393             -1.0            -1.0   8.21083333333   12.8880555556   1.39944444444   8.28055555556  
  57394             -1.0            -1.0           8.215   12.8822222222   1.42361111111   8.29472222222  
  57395             -1.0            -1.0   8.20944444444   12.8866666667   1.43777777778   8.03972222222  
  57396             -1.0            -1.0   8.23361111111   12.9008333333   1.43222222222   8.31333333333  
  57397             -1.0            -1.0   8.22777777778          12.905   1.45638888889   8.05833333333  
  57398             -1.0            -1.0   8.23222222222   12.8994444444   1.47055555556          8.0725  
  57399             -1.0            -1.0   8.22638888889   12.9036111111           1.485   8.08694444444  
  57400             -1.0            -1.0   8.23083333333   12.8980555556   1.48916666667   8.09111111111  
  57401             -1.0            -1.0           8.225   12.9022222222   1.50333333333   8.10527777778  
  57402             -1.0            -1.0   8.20944444444   12.8866666667   1.51777777778   8.11972222222  
  57403             -1.0            -1.0   8.21361111111   12.8908333333   1.53194444444   8.13388888889  
  57404   0.967777777778   8.21805555556   7.73916666667   11.0402777778            -1.0            -1.0  
  57405   0.981944444444   8.23222222222   8.80055555556   12.1016666667            -1.0            -1.0  
  57406    1.00638888889   9.50305555556   9.85194444444   12.0561111111            -1.0            -1.0  
  57407    1.00055555556   10.7538888889   10.8536111111   11.9505555556            -1.0            -1.0  
  57408    1.01472222222   12.0147222222            -1.0            -1.0            -1.0            -1.0  
  57409             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57410    1.05333333333   12.0533333333            -1.0            -1.0            -1.0            -1.0  
  57411           1.0675         12.0675            -1.0            -1.0            -1.0            -1.0  
  57412    1.08194444444   12.0816666667            -1.0            -1.0            -1.0            -1.0  
  57413    1.10611111111   12.1058333333            -1.0            -1.0            -1.0            -1.0  
  57414    1.12027777778   12.1202777778            -1.0            -1.0            -1.0            -1.0  
  57415    1.11472222222   12.1144444444            -1.0            -1.0            -1.0            -1.0  
  57416    1.13888888889   12.1386111111            -1.0            -1.0            -1.0            -1.0  
  57417    6.14944444444   13.3994444444            -1.0            -1.0   1.72138888889   5.85027777778  
  57418    7.02138888889          13.015            -1.0            -1.0   1.73583333333   6.69222222222  
  57419    7.92305555556           12.67            -1.0            -1.0            1.75   7.80333333333  
  57420            8.805   12.3052777778            -1.0            -1.0   1.76416666667   8.64555555556  
  57421             -1.0            -1.0   1.78861111111   6.18638888889   6.18638888889   12.5091666667  
  57422             -1.0            -1.0   1.80277777778   6.20083333333   6.19083333333   12.5133333333  
  57423             -1.0            -1.0   1.79694444444           6.205           6.185   12.5077777778  
  57424             -1.0            -1.0   1.82138888889   6.21916666667   6.18944444444   12.5219444444  
  57425             -1.0            -1.0   1.83555555556   6.23361111111   6.19361111111   12.5163888889  
  57426             -1.0            -1.0   1.84972222222   6.25777777778   6.19777777778   12.5205555556  
  57427             -1.0            -1.0   1.86388888889   6.27194444444   6.21222222222   12.5347222222  
  57428             -1.0            -1.0   1.88833333333   6.28611111111   6.21638888889   12.5391666667  
  57429             -1.0            -1.0          1.8825   6.29055555556   6.21083333333   12.5333333333  
  57430             -1.0            -1.0   1.89694444444   6.30472222222           6.215   12.5377777778  
  57431             -1.0            -1.0   1.92111111111   6.31888888889   6.20916666667   12.5419444444  
  57432             -1.0            -1.0   1.93527777778   6.33333333333   6.21361111111   12.5363888889  
  57433    1.38111111111   7.38472222222   7.73361111111   12.1316666667            -1.0            -1.0  
  57434    1.40527777778   8.65555555556           8.785   12.0861111111            -1.0            -1.0  
  57435    1.41944444444   9.91638888889   9.73666666667   11.9408333333            -1.0            -1.0  
  57436    1.43388888889   9.94055555556   10.6486111111   12.5733333333            -1.0            -1.0  
  57437    1.43805555556   12.4380555556            -1.0            -1.0            -1.0            -1.0  
  57438    1.45222222222   12.4522222222            -1.0            -1.0            -1.0            -1.0  
  57439    1.46666666667   12.4663888889            -1.0            -1.0            -1.0            -1.0  
  57440    1.48083333333   12.4808333333            -1.0            -1.0            -1.0            -1.0  
  57441             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57442    1.49944444444   12.4991666667            -1.0            -1.0            -1.0            -1.0  
  57443    1.51361111111   12.5236111111            -1.0            -1.0            -1.0            -1.0  
  57444    1.53777777778   12.5377777778            -1.0            -1.0            -1.0            -1.0  
  57445    1.55222222222   12.5519444444            -1.0            -1.0            -1.0            -1.0  
  57446    5.77472222222          13.015            -1.0            -1.0   2.11472222222           5.695  
  57447    6.63666666667   12.6302777778            -1.0            -1.0   2.10916666667   6.51722222222  
  57448    7.53861111111   12.2855555556            -1.0            -1.0   2.12333333333   7.35916666667  
  57449    8.40055555556   11.9008333333            -1.0            -1.0          2.1475   8.20111111111  
  57450           9.2725   12.7727777778            -1.0            -1.0   2.15194444444   9.04305555556  
  57451             -1.0            -1.0   8.19972222222   12.3183333333   2.16611111111   8.23944444444  
  57452             -1.0            -1.0   8.16416666667   12.2827777778   2.16055555556   8.23388888889  
  57453             -1.0            -1.0   8.14833333333   12.2672222222   2.17472222222   7.97888888889  
  57454             -1.0            -1.0   8.13277777778   12.2513888889   2.17888888889   7.99305555556  
  57455             -1.0            -1.0   8.10694444444   12.2358333333   2.17333333333   8.00722222222  
  57456             -1.0            -1.0   8.35055555556   12.2002777778          2.1775   8.01166666667  
  57457             -1.0            -1.0           8.335   12.1844444444   2.23166666667   8.02583333333  
  57458             -1.0            -1.0   8.31944444444   12.1688888889   2.26583333333            8.04  
  57459             -1.0            -1.0   8.28361111111   12.1333333333   2.28027777778   8.06444444444  
  57460             -1.0            -1.0   8.26805555556         12.1175   2.28444444444   8.05861111111  
  57461             -1.0            -1.0   6.32777777778   12.1019444444   2.30861111111   6.15805555556  
  57462             -1.0            -1.0   6.31194444444   12.0861111111   2.32305555556          6.1725  
  57463    1.70888888889   9.01888888889            8.59   11.8811111111            -1.0            -1.0  
  57464    1.76305555556   9.03305555556   9.42194444444   12.1644444444            -1.0            -1.0  
  57465    1.79722222222   10.3038888889   10.1841666667   12.1088888889            -1.0            -1.0  
  57466    1.82138888889   10.3183333333   10.8866666667   11.9836111111            -1.0            -1.0  
  57467    1.81583333333   11.5691666667            -1.0            -1.0            -1.0            -1.0  
  57468             1.84   11.5833333333            -1.0            -1.0            -1.0            -1.0  
  57469             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57470    1.86861111111   11.6216666667            -1.0            -1.0            -1.0            -1.0  
  57471    1.87277777778   11.6161111111            -1.0            -1.0            -1.0            -1.0  
  57472    1.88694444444   11.6302777778            -1.0            -1.0            -1.0            -1.0  
  57473    1.90138888889   11.6544444444            -1.0            -1.0            -1.0            -1.0  
  57474    1.90555555556   11.6488888889            -1.0            -1.0            -1.0            -1.0  
  57475    1.91972222222   11.6730555556            -1.0            -1.0            -1.0            -1.0  
  57476    6.27222222222   12.3355555556          2.5025   6.08277777778            -1.0            -1.0  
  57477    7.15416666667   11.9011111111   2.51666666667   6.91472222222            -1.0            -1.0  
  57478    7.98611111111   11.4863888889   2.52111111111   7.74666666667            -1.0            -1.0  
  57479    8.79805555556   12.3283333333   2.53527777778   8.58861111111            -1.0            -1.0  
  57480             -1.0            -1.0   2.54944444444   8.05444444444   8.02444444444   11.5947222222  
  57481             -1.0            -1.0   2.57388888889   8.06861111111   8.00888888889   11.5891666667  
  57482             -1.0            -1.0   2.58805555556   8.08305555556   8.00305555556   11.5833333333  
  57483             -1.0            -1.0   2.60222222222   8.10722222222          7.9975   11.5677777778  
  57484             -1.0            -1.0   2.60666666667   8.10138888889   7.98194444444   11.5619444444  
  57485             -1.0            -1.0   2.62083333333   7.84638888889   7.97611111111   11.2772222222  
  57486             -1.0            -1.0           2.635   7.86083333333   7.97055555556   11.2713888889  
  57487             -1.0            -1.0   2.64916666667           7.875   7.96472222222   11.2658333333  
  57488             -1.0            -1.0   2.67361111111   7.88916666667   7.94916666667           11.25  
  57489             -1.0            -1.0   2.68777777778   7.91333333333   7.94333333333   11.2544444444  
  57490             -1.0            -1.0   2.70194444444   7.92777777778   7.93777777778   11.2686111111  
  57491             -1.0            -1.0   2.70638888889   7.93194444444   7.92194444444   11.2727777778  
  57492    2.14222222222   8.13583333333   8.18555555556   11.5063888889            -1.0            -1.0  
  57493    2.15638888889            8.15   8.89805555556   11.4011111111            -1.0            -1.0  
  57494    2.17055555556   9.42083333333   9.55055555556   11.2458333333            -1.0            -1.0  
  57495            2.185           9.435   10.1530555556           11.28            -1.0            -1.0  
  57496    2.18916666667         11.9425            -1.0            -1.0            -1.0            -1.0  
  57497    2.20333333333   11.9566666667            -1.0            -1.0            -1.0            -1.0  
  57498    2.21777777778   11.9708333333            -1.0            -1.0            -1.0            -1.0  
  57499             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57500    2.25611111111   12.0094444444            -1.0            -1.0            -1.0            -1.0  
  57501    2.25055555556   12.0036111111            -1.0            -1.0            -1.0            -1.0  
  57502    2.27472222222   12.0180555556            -1.0            -1.0            -1.0            -1.0  
  57503    2.28888888889   12.0422222222            -1.0            -1.0            -1.0            -1.0  
  57504    2.30305555556   12.0563888889            -1.0            -1.0            -1.0            -1.0  
  57505           2.3175   12.0708333333            -1.0            -1.0            -1.0            -1.0  
  57506    6.74944444444   11.5066666667            2.94   6.51027777778            -1.0            -1.0  
  57507    7.52166666667   11.0222222222   2.95416666667   7.35222222222            -1.0            -1.0  
  57508    8.25416666667   11.7544444444   2.96861111111           7.915            -1.0            -1.0  
  57509    8.96638888889   11.2202777778   2.98277777778   8.75694444444            -1.0            -1.0  
  57510             -1.0            -1.0   3.00694444444   7.67416666667   7.80388888889   10.8355555556  
  57511             -1.0            -1.0   3.02111111111   7.69833333333   7.79805555556   10.8297222222  
  57512             -1.0            -1.0   3.03555555556   7.71277777778          7.7825   10.8141666667  
  57513             -1.0            -1.0   3.04972222222   7.72694444444   7.78666666667   10.8086111111  
  57514             -1.0            -1.0   3.07388888889   7.74111111111   7.78111111111   10.8127777778  
  57515             -1.0            -1.0   3.08833333333   7.75555555556   7.77527777778   10.8069444444  
  57516             -1.0            -1.0          3.1025   7.77972222222   7.76972222222   10.8013888889  
  57517             -1.0            -1.0   3.11666666667   7.79388888889   7.76388888889   10.7955555556  
  57518             -1.0            -1.0   3.14083333333   7.80805555556   7.76833333333           10.79  
  57519             -1.0            -1.0   3.15527777778          7.8225          7.7625   10.7941666667  
  57520             -1.0            -1.0   3.16944444444   7.84666666667   7.75694444444   10.7886111111  
  57521             -1.0            -1.0   3.18361111111   7.86083333333   7.75111111111   10.7827777778  
  57522    2.54972222222   8.55333333333   8.18416666667         10.6675            -1.0            -1.0  
  57523    2.57388888889          8.5675   8.76694444444   10.7016666667            -1.0            -1.0  
  57524    2.56833333333   8.57194444444   9.34972222222   10.6961111111            -1.0            -1.0  
  57525           2.5825          9.8425          9.8625   10.6802777778            -1.0            -1.0  
  57526    2.60666666667   11.1033333333            -1.0            -1.0            -1.0            -1.0  
  57527    2.62083333333   11.1177777778            -1.0            -1.0            -1.0            -1.0  
  57528             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57529    2.63944444444   11.1361111111            -1.0            -1.0            -1.0            -1.0  
  57530    2.65388888889   11.1505555556            -1.0            -1.0            -1.0            -1.0  
  57531    2.66805555556   11.1747222222            -1.0            -1.0            -1.0            -1.0  
  57532    2.68222222222   11.1888888889            -1.0            -1.0            -1.0            -1.0  
  57533    2.68666666667   11.1833333333            -1.0            -1.0            -1.0            -1.0  
  57534    2.70083333333         11.2075            -1.0            -1.0            -1.0            -1.0  
  57535    6.23527777778         10.9825   3.38333333333   5.85638888889            -1.0            -1.0  
  57536    6.94777777778   11.7047222222          3.4075   6.69833333333            -1.0            -1.0  
  57537    7.62027777778   11.1205555556   3.42166666667   7.27111111111            -1.0            -1.0  
  57538           8.3325   10.5363888889   3.43583333333   8.13305555556            -1.0            -1.0  
  57539             -1.0            -1.0   3.44027777778   7.83805555556   7.72833333333   10.4808333333  
  57540             -1.0            -1.0   3.45444444444          7.8525   7.73277777778   10.4852777778  
  57541             -1.0            -1.0   3.46861111111          7.5975   7.72694444444   10.4794444444  
  57542             -1.0            -1.0   3.48305555556   7.61166666667   7.74138888889   10.4838888889  
  57543             -1.0            -1.0   3.48722222222   7.61583333333   7.74555555556   10.4880555556  
  57544             -1.0            -1.0   3.50138888889   7.63027777778   7.76972222222         10.4825  
  57545             -1.0            -1.0   3.51583333333   7.66444444444   7.80388888889   10.4866666667  
  57546             -1.0            -1.0            3.52   7.70861111111   7.79833333333   10.4908333333  
  57547             -1.0            -1.0   3.53416666667   7.72277777778          7.7925   10.4952777778  
  57548             -1.0            -1.0   3.53861111111   7.70722222222   7.77694444444   10.4994444444  
  57549             -1.0            -1.0   3.55277777778   7.71138888889   7.77138888889   10.4938888889  
  57550             -1.0            -1.0   3.55694444444   7.70583333333   7.76555555556   10.4980555556  
  57551    2.87333333333   7.64027777778   7.38083333333   10.6219444444            -1.0            -1.0  
  57552           2.8875   7.65444444444   7.87388888889   10.6163888889            -1.0            -1.0  
  57553    2.88166666667   8.88527777778   8.42666666667   10.6205555556            -1.0            -1.0  
  57554    2.88611111111   8.88972222222   8.96944444444          10.625            -1.0            -1.0  
  57555    2.90027777778   11.4069444444            -1.0            -1.0            -1.0            -1.0  
  57556    2.90472222222   11.4013888889            -1.0            -1.0            -1.0            -1.0  
  57557    2.89888888889   11.4055555556            -1.0            -1.0            -1.0            -1.0  
  57558    2.92305555556           11.42            -1.0            -1.0            -1.0            -1.0  
  57559           2.9175   11.4241666667            -1.0            -1.0            -1.0            -1.0  
  57560             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57561    2.91611111111   11.4227777778            -1.0            -1.0            -1.0            -1.0  
  57562    2.92027777778   11.4169444444            -1.0            -1.0            -1.0            -1.0  
  57563    2.91472222222   11.4213888889            -1.0            -1.0            -1.0            -1.0  
  57564    2.93888888889   11.4355555556            -1.0            -1.0            -1.0            -1.0  
  57565    6.31388888889   11.0508333333   3.63111111111   6.11444444444            -1.0            -1.0  
  57566    6.95638888889   11.7033333333   3.63555555556   6.67722222222            -1.0            -1.0  
  57567    7.58888888889   11.0894444444   3.63972222222            7.22            -1.0            -1.0  
  57568             -1.0            -1.0   3.63416666667   7.76277777778          7.8225          10.565  
  57569             -1.0            -1.0   3.63833333333   7.76694444444   7.81694444444   10.5694444444  
  57570             -1.0            -1.0   3.62277777778   7.74138888889   7.82111111111   10.5736111111  
  57617    2.38777777778   12.1311111111            -1.0            -1.0            -1.0            -1.0  
  57618             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57619    2.33638888889   12.0797222222            -1.0            -1.0            -1.0            -1.0  
  57620    2.32083333333   12.0641666667            -1.0            -1.0            -1.0            -1.0  
  57621            2.305   12.0483333333            -1.0            -1.0            -1.0            -1.0  
  57622    2.28944444444   12.0327777778            -1.0            -1.0            -1.0            -1.0  
  57623    4.96638888889   12.2166666667   2.88222222222   4.77694444444            -1.0            -1.0  
  57624    5.69861111111   11.7022222222   2.85638888889   5.58888888889            -1.0            -1.0  
  57625    6.49083333333   11.2377777778   2.82083333333   6.10194444444            -1.0            -1.0  
  57626    7.35277777778   12.0997222222   2.80527777778   7.18333333333            -1.0            -1.0  
  57627             -1.0            -1.0   2.76944444444   7.97527777778   7.94527777778   11.2363888889  
  57628             -1.0            -1.0   2.74388888889   7.95972222222   7.94972222222   11.2405555556  
  57629             -1.0            -1.0   2.72833333333   7.94388888889   7.94388888889          11.245  
  57630             -1.0            -1.0   2.69277777778   7.90833333333   7.94833333333   11.2491666667  
  57631             -1.0            -1.0   2.67694444444   7.89277777778          7.9425   11.2336111111  
  57632             -1.0            -1.0   2.64138888889   7.85722222222   7.93694444444   11.2377777778  
  57633             -1.0            -1.0   2.62583333333   7.84138888889   7.94111111111   11.2422222222  
  57634             -1.0            -1.0            2.59   7.80583333333   7.93555555556   11.2363888889  
  57635             -1.0            -1.0   2.57444444444   7.79027777778   7.92972222222   11.2308333333  
  57636             -1.0            -1.0   2.55888888889   8.05361111111   7.93416666667   11.5041666667  
  57637             -1.0            -1.0   2.52305555556   8.01805555556   7.92833333333   11.4986111111  
  57638             -1.0            -1.0          2.5075          8.0025          7.9325   11.5027777778  
  57639             -1.0            -1.0   2.47194444444   7.96694444444   7.92694444444   11.5072222222  
  57640    1.89777777778   5.38805555556            -1.0            -1.0   5.98666666667   11.7608333333  
  57641    1.86222222222   6.59916666667            -1.0            -1.0   6.73888888889   11.6852777778  
  57642    1.84638888889            7.84            -1.0            -1.0   7.55083333333   11.6794444444  
  57643    1.83083333333   7.81444444444            -1.0            -1.0   8.45277777778   11.7536111111  
  57644    1.79527777778   11.5386111111            -1.0            -1.0            -1.0            -1.0  
  57645    1.77944444444   11.5127777778            -1.0            -1.0            -1.0            -1.0  
  57646    1.74388888889   11.4872222222            -1.0            -1.0            -1.0            -1.0  
  57647             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57648           1.7125         12.6925            -1.0            -1.0            -1.0            -1.0  
  57649    1.67694444444   12.6669444444            -1.0            -1.0            -1.0            -1.0  
  57650    1.66138888889   12.6411111111            -1.0            -1.0            -1.0            -1.0  
  57651    1.62555555556   12.6155555556            -1.0            -1.0            -1.0            -1.0  
  57652    4.43222222222         11.6825   2.16861111111   4.09333333333            -1.0            -1.0  
  57653    5.28416666667   12.5244444444   2.13277777778   5.16444444444            -1.0            -1.0  
  57654    6.18611111111   12.1797222222   2.11722222222   5.96666666667            -1.0            -1.0  
  57655    7.11777777778   11.8647222222   2.09166666667   6.75888888889            -1.0            -1.0  
  57656             -1.0            -1.0   5.99527777778   11.7694444444   2.07583333333   5.91527777778  
  57657             -1.0            -1.0   5.98944444444   11.7636111111   2.05027777778   5.89972222222  
  57658             -1.0            -1.0   6.01361111111   11.7777777778   2.02472222222   5.86416666667  
  57659             -1.0            -1.0   6.02805555556   11.8022222222   2.00888888889   5.84833333333  
  57660             -1.0            -1.0   7.96694444444   11.8163888889   1.98333333333          7.7575  
  57661             -1.0            -1.0   7.97111111111   11.8105555556   1.95777777778   7.72194444444  
  57662             -1.0            -1.0   7.98555555556          11.825   1.94194444444   7.70611111111  
  57663             -1.0            -1.0   7.99972222222   11.8491666667   1.91638888889   7.69055555556  
  57664             -1.0            -1.0   8.00388888889   11.8436111111   1.89083333333           7.665  
  57665             -1.0            -1.0   7.73888888889   11.8577777778           1.875   7.63916666667  
  57666             -1.0            -1.0   7.76333333333   11.8719444444   1.84944444444   7.62361111111  
  57667             -1.0            -1.0          7.7575   11.8763888889   1.82388888889   7.59805555556  
  57668             -1.0            -1.0   7.77166666667   11.8805555556   1.80805555556   7.85166666667  
  57669             -1.0            -1.0   7.79611111111   11.8947222222          1.7825   7.83583333333  
  57670    1.20833333333   5.95527777778            -1.0            -1.0   6.28444444444   12.0088888889  
  57671    1.18277777778   7.18638888889            -1.0            -1.0   7.16638888889   12.0727777778  
  57672    1.16694444444   8.41722222222            -1.0            -1.0   8.14777777778         11.9375  
  57673    1.15138888889   9.64805555556            -1.0            -1.0   9.16944444444   11.8519444444  
  57674    1.13555555556   12.1355555556            -1.0            -1.0            -1.0            -1.0  
  57675             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57676    1.08444444444   12.0841666667            -1.0            -1.0            -1.0            -1.0  
  57677    1.06861111111   12.0686111111            -1.0            -1.0            -1.0            -1.0  
  57678    1.05305555556   12.0530555556            -1.0            -1.0            -1.0            -1.0  
  57679           1.0375   12.0372222222            -1.0            -1.0            -1.0            -1.0  
  57680    1.02166666667   12.0216666667            -1.0            -1.0            -1.0            -1.0  
  57681    1.00611111111   12.0058333333            -1.0            -1.0            -1.0            -1.0  
  57682    4.96944444444   12.2197222222            -1.0            -1.0   1.53888888889            4.84  
  57683    5.97111111111   11.9747222222            -1.0            -1.0   1.52333333333   5.64194444444  
  57684    6.95277777778   11.6997222222            -1.0            -1.0          1.5075   6.72333333333  
  57685             -1.0            -1.0   7.97416666667   12.1027777778   1.48194444444   7.80472222222  
  57686             -1.0            -1.0   7.98833333333   12.1172222222   1.46638888889   7.78888888889  
  57687             -1.0            -1.0   7.73333333333   12.1413888889   1.45055555556   7.77333333333  
  57688             -1.0            -1.0   7.73777777778   12.1355555556           1.435          7.7575  
  57689             -1.0            -1.0   7.75194444444           12.15   1.41916666667   7.74194444444  
  57690             -1.0            -1.0   7.76611111111   12.1741666667   1.40361111111   7.72638888889  
  57691             -1.0            -1.0   7.78055555556   12.1883333333   1.38805555556   7.71055555556  
  57692             -1.0            -1.0   7.78472222222   12.1827777778   1.38222222222           7.705  
  57693             -1.0            -1.0   7.79888888889   12.2069444444   1.36666666667   7.68916666667  
  57694             -1.0            -1.0   7.81333333333   12.2211111111   1.35083333333   7.67361111111  
  57695             -1.0            -1.0          7.8375   12.2352777778   1.33527777778   7.65805555556  
  57696             -1.0            -1.0   7.83166666667   12.2397222222   1.31944444444   7.64222222222  
  57697             -1.0            -1.0   7.84611111111   12.2538888889   1.32388888889   7.64666666667  
  57698             -1.0            -1.0   7.87027777778   12.2680555556   1.29833333333   7.62083333333  
  57699             -1.0            -1.0   7.88444444444         12.2825          1.2825   7.60527777778  
  57700   0.718333333333   6.72194444444            -1.0            -1.0   6.92138888889   12.4163888889  
  57701   0.702777777778   7.95277777778            -1.0            -1.0   7.91305555556   12.3208333333  
  57702   0.686944444444   9.18388888889            -1.0            -1.0   8.98444444444   12.2852777778  
  57703   0.681388888889   10.4347222222            -1.0            -1.0   10.0458333333   12.2697222222  
  57704   0.665555555556   11.6655555556            -1.0            -1.0            -1.0            -1.0  
  57705             0.67   11.6697222222            -1.0            -1.0            -1.0            -1.0  
  57706   0.654166666667   11.6541666667            -1.0            -1.0            -1.0            -1.0  
  57707   0.648611111111   11.6486111111            -1.0            -1.0            -1.0            -1.0  
  57708             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57709   0.637222222222   11.6372222222            -1.0            -1.0            -1.0            -1.0  
  57710   0.621666666667   11.6213888889            -1.0            -1.0            -1.0            -1.0  
  57711    4.75444444444   12.0047222222            -1.0            -1.0   1.18416666667   4.48527777778  
  57712    5.78611111111   13.0361111111            -1.0            -1.0   1.18861111111   5.58666666667  
  57713           6.7675   12.7711111111            -1.0            -1.0   1.18277777778   6.68777777778  
  57714    7.71916666667   12.4663888889            -1.0            -1.0   1.18722222222   7.50972222222  
  57715             -1.0            -1.0          8.0825   12.4905555556   1.17138888889   7.76333333333  
  57716             -1.0            -1.0   8.09694444444   12.5047222222   1.16583333333   7.76777777778  
  57717             -1.0            -1.0   7.84194444444   12.5188888889            1.17   7.76194444444  
  57718             -1.0            -1.0   7.85611111111   12.5333333333   1.16444444444   7.76638888889  
  57719             -1.0            -1.0   7.86027777778         12.5375   1.16861111111   7.76055555556  
  57720             -1.0            -1.0   7.87472222222   12.5516666667   1.17305555556           7.765  
  57721             -1.0            -1.0   7.88888888889   12.5661111111   1.15722222222   7.74916666667  
  57722             -1.0            -1.0   7.90305555556   12.5902777778   1.15166666667   7.74361111111  
  57723             -1.0            -1.0          7.9075   12.5844444444   1.15583333333   7.74777777778  
  57724             -1.0            -1.0   7.92166666667   12.5988888889   1.15027777778   7.74222222222  
  57725             -1.0            -1.0   7.93583333333   12.6230555556   1.16444444444   7.76638888889  
  57726             -1.0            -1.0            7.95   12.6372222222   1.16861111111            8.03  
  57727             -1.0            -1.0   7.94444444444   12.6316666667   1.17305555556   8.02416666667  
  57728             -1.0            -1.0   7.95861111111   12.6558333333   1.16722222222   8.01861111111  
  57729   0.583055555556   6.58666666667            -1.0            -1.0   6.74638888889   12.7997222222  
  57730           0.5875   7.81777777778            -1.0            -1.0   7.78777777778   12.7541666667  
  57731   0.581666666667   9.08833333333            -1.0            -1.0   8.83916666667   12.6886111111  
  57732   0.586111111111   10.3394444444            -1.0            -1.0   9.94055555556   12.6827777778  
  57733   0.590277777778   11.5902777778            -1.0            -1.0            -1.0            -1.0  
  57734   0.604444444444   11.6044444444            -1.0            -1.0            -1.0            -1.0  
  57735             -1.0            -1.0            -1.0            -1.0            -1.0            -1.0  
  57736   0.603055555556   11.6030555556            -1.0            -1.0            -1.0            -1.0  
  57737           0.6175   11.6172222222            -1.0            -1.0            -1.0            -1.0  
  57738   0.621666666667   11.6216666667            -1.0            -1.0            -1.0            -1.0  
  57739   0.616111111111   11.6158333333            -1.0            -1.0            -1.0            -1.0  
  57740   0.640277777778           11.64            -1.0            -1.0            -1.0            -1.0  
  57741    5.52111111111   12.7713888889            -1.0            -1.0   1.23277777778   5.36166666667  
  57742    6.46277777778   12.4663888889            -1.0            -1.0   1.23722222222   6.18361111111  
  57743    7.36472222222   13.3980555556            -1.0            -1.0   1.25138888889           7.245  
  57744    8.30638888889   13.0533333333            -1.0            -1.0   1.25555555556   8.12694444444  
  57745             -1.0            -1.0   8.14111111111   12.8183333333            1.27   8.14111111111  
  57746             -1.0            -1.0   8.16527777778         12.8325   1.26416666667   8.14527777778  
  57747             -1.0            -1.0   8.15972222222   12.8369444444   1.28833333333   8.15972222222  
  57748             -1.0            -1.0   8.16388888889   12.8311111111   1.28277777778   8.16388888889  
  57749             -1.0            -1.0   8.17805555556   12.8552777778   1.29694444444   8.17805555556  
  57750             -1.0            -1.0          8.1825   12.8497222222   1.32111111111          8.1925  
  57751             -1.0            -1.0   8.19666666667   12.8638888889   1.31555555556   8.19666666667  
  57752             -1.0            -1.0   8.19111111111   12.8683333333   1.33972222222   8.21083333333  
  57753             -1.0            -1.0   8.19527777778         12.8725   1.33416666667   8.21527777778  
  57754             -1.0            -1.0   8.19944444444   12.8666666667   1.34833333333   8.22944444444  
  57755             -1.0            -1.0   8.21388888889   12.8811111111          1.3725   8.24361111111  
  57756             -1.0            -1.0   8.20805555556   12.8852777778   1.38666666667   8.25805555556  
  57757             -1.0            -1.0          8.2125   12.8897222222   1.38111111111   8.26222222222  
  57758             -1.0            -1.0   8.20666666667   12.8838888889   1.40527777778   8.27638888889  
